label,judul_voy,narasi_voy
1,front bela islam bubar obat gratis dasar kena pajak partai demokrasi indonesia juang tambora,pasang calon gubernur wakil gubernur daerah khusus ibukota basuki djarot hadap tindak keras kampanye kali kelompok orang atribut bendera agama topi tulis front bela islam henti paksa bhakti sosial obat gratis massal baguna badan tanggulang bencana dasar kena pajak partai demokrasi indonesia juang lurah jembatan besi camat tambora minggu tanggal januari
1,logo bank indonesia pecah ratus ribu bendera tentara komunis,logo bank indonesia pecah ratus ribu bendera tentara komunis
1,biskuit crispy crackers klaim kandung lilin mudah bakar,video biskuit crispy crackers kandung lilin mudah bakar
1,rokok marlboro isi ganja,produsen rokok phillip morris jual jenis rokok gandung ganja marijuana produk pasar jenis marlboro sedia outlet khusus lisensi negara colorado wshington dc
1,antenna in your mask,antenna inside of your masks
1,partai adil sejahtera tolak sandiwara,partai adil sejahtera tolak sandiwara
1,jerman awan hitam tedengar suara azan lingkung masjid,jerman awan hitam tedengar suara orang azan lingkung masjid orang orang lokasi tonton ambil gambar awan rekam suara azan sila saksi
1,film kapten amerika capten steve bangun modern lihat virus corona,fi kapten amerika capten steve bangun modern lihat virus corona repost follow me for more
1,jaga jarak putus matarantai eh konser ramai,jaga jarak putus matarantai eh konser ramai aduh
1,menteri agama izin masjid gelar salat tarawih pandemi covid,menteri agama fahrur rozi izin masjid masjid laksana salat tarawih buka puasa ramadan jaga bersih waspada
1,pasar pasar tradisional tanjung karang teluk betung besok tutup sekolah dasar,saudara beli obat vitamin sedia rumah bilah stok obat vitamin butuh stok tip distributor farmasi obat an expedisi libur pasar tradisional tjk karang teluk betung besok tutup sekolah dasar semprot sterilisasi perintah beli sayur an bilah
1,area kantor nokia menara mulia bersih karyawan tinggal,area kantor nokia menara mulia besok bersih karyawan nokia lt tinggal senin kemarin masuk rumah sakit tanggal maret tinggal tanggal maret kondisi demam muntah suspect typus suspect corona depok lucu teman teman cubical almarhum demam
1,istana resmi partai komunis indonesia boleh indonesia,istana resmi partai komunis indonesia boleh indonesia
1,razia indomie taiwan,siar berita malam televisi taiwan berita indomie indonesia teks kandung bahan awet pakai kosmetik bahan rusak maag hati perintah turun rak jual toko kota jual indomie
1,polisi aman mobil isi bahan ledak lantik presiden wakil presiden,halo lembaga swadaya masyarakat ham bilang aman lantik presiden lebay aparat mobil no polisi palsu risi bahan ledak
1,mahasiswa usir tumpang gelap,ayo teman teman mahasiswa usir tumpang gelap baris
1,artikel jokowi cina bantu padam bakar hutan indonesia,departemen madam bakar republik rakyat cina cina bantu saudara dekat indonesia madam bakar hutan kurang kabut asap
1,menit riau jakarta,menit tinjau bakar hutan lahan riau jakarta hoaks
1,posko lawan bangkit partai komunis indonesia glodok,posko lawan bangkit partai komunis indonesia daerah glodok
1,ketua komisi pemelihan husni kamil mayat penuh bercak darah,cek tangkap layar
1,jembatan palembang penuh dukung jokowi saking penuh tumpu pasir,masya allah tumpu pasir palembang jokowi
1,rakyat cina komisi pemelihan surabaya daftar pilih,aksi datang komisi pemelihan bos foto ambil gedung komisi pemelihan daerah surabaya jawa timur rakyat cina komisi pemelihan daftar pilih
1,kwik kian gie tinggal dunia,kwik kian gie
1,manusia pro partai komunis indonesia,manusia kemarin pasang tagar pancasila pret prabowolah pancasilais miring kiri komunis miring kanan isis wahabi cebong dungu ikut giat manusia pro partai komunis indonesia
1,tentara nasional indonesia selundup tanah arab,save palestina
1,tangkap tuyul desa karangejo blitar,sing hilang tuyul reneo inbok wa timbang sikso
1,tentara cina samar,halim perdanakusuma tangkap tenaga kerja asing tiongkok proyek kereta api cepat bandung jakarta
1,susup gpib maranatha bandung,kapolrestabes bandung kombes pol hendro pandowo berita kait salah duga teroris wilayah hukum polrestabes bandung berita hoaks iya hoaks jemaat hendro selasa
1,lapor polisi hate speech diri seword com anggap salah alamat,artikel singkat nama gubernur wakil gubernur pilih daerah khusus ibukota jakarta anies baswedan sandiaga uno sebut anjing bahasa jawa anjing artikel serta ilustrasi gambar anjing salak alif aku manajemen seword com tegur tulis konten berita ubah hapus tulis akses
1,the uji nasional oic world human rights organization have become blind,jaat sngh oaaisi bishb maanbaadhikaar snsthaa toraa ki andh hyye gechis dekh kibhaabe maayyaanmaare muslim nidhn clche toraa an saan suucike aarekkhaan nobhel deh ghumiyye thaak duniyyaar sb muslim english translated version the uji nasional oic world human rights organization have become blind see how the muslims are pergi to kill myanmar aung san the sleep all the muslims in the world
1,laku bunuh pulo mas ridwan sitorus alias ius pane tangkap medan,ridwan alias ius pane dpo ampo pulomas tangkap medan
1,fenomena equinox bikin suhu derajat celcius indonesia,teman teman yb informasi fenomena equinox pengaruh malaysia singapura indonesia saran tinggal rumah ruang kerja jam
1,foto jokowi ukur baju karya desainer ivan gunawan,contoh pimpin rakyat hati konglomerat ukur baju guys biar rakyat hadir deklarasi juri dangdut akademi indosiar karya desainer kenal ivan gunawan
1,instruksi gubernur daerah khusus ibukota jakarta tilang masker pikobar,hormat anggota grup sesuai instruksi gubernur daerah khusus ibukota jakarta hasil rapat tim gugus tugas covid daerah khusus ibukota jakarta
1,dukung fanatik jokowi tinggal jalan kilometer,teman teman baris serba cebong cepat tobat ajal dadak
1,istirahat news megawati undur ketua partai demokrasi indonesia juang,umat islam gencar serang moncong putih megawati undur ketua partai demokrasi indonesia juang ya mbak mega
1,ruslan buton pecat tentara nasional indonesia tolak tenaga kerja asing cina,ruslan tangkap tenaga kerja asing cina malu utara orang cina bawa visa turis usaha tambang ku kasih tau pt nya tangkap komandan daerah
1,geoge floyd tewas tembak,geoge floyd pemuda kulit hitam tewas tembak polisi amerika polisi bantah rekam cctv edar sontak amerika rusuh plnet yours mesti tangkap men bagi video cctv nya ya
1,kadus hakim warga babak bur akibat bagi sembako corona sasar,kepala dusun sembako hajar massa pil kasih kadus kepala dusun hakim warga babak bur akibat bagi sembako corona sasar
1,wakil presiden konser ramadan tonton donasi pahala lebih puasa,tari luka rakyat mbah amin lockdown rakyat patuh rakyat suruh rumah rakyat suruh mudik rakyat suruh ibadah rumah tajuk konser tanggal mei raya ulang partai komunis indonesia mbah turun sudi tonton donasi konser ulang partai komunis indonesia
1,foto italia gagal sepenuh covid,perdana menteri italia jaga tiada sakit bunuh sembuh dunia tamat
1,pesan beranta pt mosi tawar rapid tes kit covid,dear pandemic pt mutiara optima sinergi indonesia mosi pt mosi badan usaha milik negara rapid tes kit covid uangvakan sedia minggu
1,puncak sebar virus corona april april,april april jaga puncak sebar virus minggu minggu infeksi muncul
1,jakarta daerah infeksi virus covid salah pilih gubernur,jakarta daerah infeksi virus covid salah pilih gubernur
1,alkohol bunuh coronavirus covid,ayo budaya leluhur minum cap tikus tiada pikir peace note lengkap info langsung facebook ya terima kasih gambar logo cnn narasi alcohol kill coronavirus
1,foto kabah sepi thawaf virus corona,astagfirullah haladzhim salah tanda kiamat thawaf keliling kakak bah pikir sih kakak bah sepi thawaf iring jadi jadi erti paham virus corona asal wuhan cina perintah arab saudi tutup pintu masuk bandara negara infeksi virus corona jamaah malaksanakan ibadah umrah
1,air rebus bawang putih sembuh virus corona,bawang puti ambil biji kupas kulit taruh mangkok tuang gelas air didih menit minum langsung gelas pasien kena virus corona sembuh malam minum air bawang putih
1,pelintir judul berita dokter wakil presiden maruf amin istirahat,ganti ya drama prediksi
1,nyanyi henny purwonegoro tinggal dunia,berita duka henny purwonegoro nyanyi tinggal dunia jam singapura moga terima tuhan maha esa amin
1,jembatan darurat bangun jam jepang,jembatan darurat bangun jam akibat jalan tutup tanah longsor angin topan jepang jam saudara saudara
1,israel larang nelayan palestina laut,israel larang nelayan palestina laut allah kirim ikan pantai palestina maha allah firman ya
1,maklumat majelis rakyat papua mahasiswa papua kota studi lanjut studi,kait kembang tangan rasisme ditindaklanjuti polisi tentara nasional indonesia rapat koordinasi tingkat provinsi mrp cabut maklumat agustus nomor mrp seru mahasiswa papua provinsi papua lanjut studi kota studi mahasiswa papua lanjut provinsi papua kota studi duta kultural orang asli papua hidup harmonis elemen bangsa indonesia
1,jembatan jalan cemara medan roboh,jembatan cemara roboh
1,suporter tinggal laga tira persikabo lawan persija,tira persikabo lawan tamu persija jakarta tumbal nyawa kompas news laga lanjut liga tira persikabo lawan tamu persija jakarta bentrok kabar orang tewas insiden
1,video roboh rumah lantar istri tahu selingkuh suami,viral istri selingkuh tahu suami pulang rantau
1,shoot televisi one bahas cina,hoaks tau nyata shoot televisi one bahas cina
1,tinggal serda supran sida kait virus cacar monyet,innalilahi wainalillahi rojiun duka cita serda supran moga khusnul khatimah terima amal baik nya moga tentara nasional indonesia jaga batas hindar sakit sakit cacar monyet tular sakit nih asal negara asing hati hati gaul orang
1,samsul bahri ketua kpps sydney pro,curang pilih presiden australia ketua kpps sydney samsul bahri australian citizen urus pilih indonesia
1,jeli perhati jari tangan palsu,waspada ketua anggota mungut suara hati hati jeli perhati jari tangan palsu
1,orang jakarta canggih euy,orang jakarta canggih euy main drone kapal kapal
1,foto spanduk optimis jokowi bohong ingkar janji,auto tertawa
1,istri indro warung kopi tinggal okok pasif,istri tinggal idap kanker paru almarhumah okok aktif almarhumah papar asap rokok picu sel sel kanker tumbuh nya
1,sahkan undang undang lgbt nikah jenis,biar rakyat tau rezim pimpin sahkan undang undang lgbt nikah jenis laki nikah laki wanita nikah wanita musibah hampir
1,najwa shihab dukung prabowo sandi,najwa shihab dukung prabowo sandi alhamdulillah kuat kuat
1,spanduk pasang cebong,laskar front bela islam warga turun spanduk pasang cebong jelang ijtima ulama ih tuju adu domba muslim hati hati cebong partai komunis indonesia
1,info rekruitmen badan usaha milik negara pt nindya karya,edar media sosial surat panggil seleksi calon karyawan pt nindya karya persero selenggara september surat edar tulis rekrut denpasar bal
1,baju habibie lawan berat prabowo jokowi,baju habibie lawan berat prabowo jokowi jokowi jalan mudah prabowo pimpin periode
1,iklan lowong kerja hamil istri lurah gorontalo hadiah rupiah juta,iklan lowong kerja hamil istri lurah gorontalo hadiah rupiah juta
1,bpbd bogor ingat potensi bencana gera tanah camat,kirim grup wa hoaks ya
1,organisasi masyarakat pas klarifikasi insiden bubar kkr sabuga bandung,organisasi masyarakat pas klarifikasi insiden bubar kkr sabuga bandung
1,foto ungsi suriah,adegan film laku syuriah
1,konsumsi telur rebus malam tangkal covid,malam kaget broadcast cari telur rebus ayo alami
1,video raja bahrain dubai awal robot,raja bahrain dubai awal robot lengkap kamera lacak derajat lengkap pistol teknologi gerak cepat sejarah
1,pesan beranta kantor pusat pt kawan tutup salah direksi tinggal orang karyawan papar covid,kantor pusat kawan meruya jakarta barat tutup salah direksi tinggal kemarin sore akibat covid kontak erat almarhum orang positif papar tindak karyawan kantor gedung pacar bijak tutup akses head office cabang toko warehouse karyawan gedung orang
1,sabam sirait tinggal dunia april,berita dukacita panggil bapa surga sabam sirait
1,tenaga medis cina bantu tangan covid indonesia,tim medis cina terbang indonesia bantu tangan virus corona alam tangan corona manfaat bawa virus cebong nak corona sembuh suntik mati
1,hujan batu serpih meteor bumi purwakarta,inalillahi wainailaihi rajioun mari doa moga bencana alam hujan batu rumah jatuh purwakarta indonesia serpih meteor bumi mari istighfar doa allah subhanahu wa taala
1,gusti kanjeng ratu condrokirono izin pengunaan area keraton isu sara,kabul mohon kgd masjid gedhe karaton halaman ndalem kulon alun alun utara sisi barat
1,jokowi pidato menit tertawa orang jepang,pidato temu jepang jokowi pidato detik alias menit tertawa orang orang jepang
1,surat suara coblos tebar,hebat curang komisi pemelihan rezim partai komunis indonesia jokowi
1,pesawat pribadi prabowo larang darat bandara syamsuddin noor banjarmasin,info baru pesawat pribadi prabowo izin darat bandara samsudinnoor bjrmasin hadir haul guru kumpul sungguh rezim kampanye
1,duit baju makan acara sunyi rawan jokowi bunuh,menit menit warga gabung ramai acara deklarasi jokowi pariaman rencana rawan rama jokowi ajjo deklarasi anjung gondoriah kota pariaman jumat
